,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
411,@EmeraldRobinson @WendyRogersAZ can reduce the symptoms for many. However just like the COVID vaccine that depends on underlying health prior to getting the virus. So whether my co-worker has the vaccine or not has zero effect on whether I get COVID. How did the misinformation get out?,NoLives64639599,NoLivesMatter,,26,44,1,3523,Fri Oct 01 03:50:59 +0000 2021,1443785487194460160,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
412,"RT @RobertKennedyJr: In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents",twald1,twald1,,50,143,1,8634,Fri Oct 01 03:50:59 +0000 2021,1443785488196849665,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents consent, on about 200 children. Pfizer claimed Trovan was safe, but 181 kids were gravely injured + 11 died.

https://t.co/K1g66pEDsm",True,RobertKennedyJr,Robert F. Kennedy Jr,"Los Angles, California",324555.0,604.0,1757.0,115.0,Thu Sep 30 19:04:31 +0000 2021,1.443652998429913e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,321.0,180.0,4724.0,7093.0
413,RT @RossanaFor33: I lost count of the ways and instances in which this Mayor and her admin blocks council from doing our job. I would appla,Andrefor40th,"Andre Vasquez, Political Account ","40th Ward, Chicago",6680,6068,94,16418,Fri Oct 01 03:50:59 +0000 2021,1443785489228734468,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"I lost count of the ways and instances in which this Mayor and her admin blocks council from doing our job. I would applaud her using her executive power to prevent the presence of my unvaccinated colleagues in city hall. They are putting us all at risk. 
https://t.co/Z0CRA7Heul",True,RossanaFor33,Ald. Rossana Rodriguez ,"Chicago, IL",10646.0,1943.0,100.0,12971.0,Fri Oct 01 02:11:18 +0000 2021,1.4437604015823299e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,2.0,5.0,23.0
414,@erikfinman Tons of these people are on strike due to the vaccine mandates.,kihlbihl,Kylie,"Oregon, USA",35,97,0,2946,Fri Oct 01 03:50:59 +0000 2021,1443785489274736677,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
415,"RT @mtgreenee: Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working o",njquackytrumpy,ms. drain the media,"New Jersey, USA",3099,4994,39,286051,Fri Oct 01 03:51:00 +0000 2021,1443785492005363718,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working on class action lawsuits. 

Companies being the enforcers of government over reach should think about consequences when Republicans take back the House.",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446991.0,1524.0,2325.0,22161.0,Thu Sep 30 20:59:38 +0000 2021,1.4436819675228447e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,194.0,1360.0,3974.0,12972.0
416,RT @JcandaceJ: They'll do anything if they think they can get away with it,Mrtitannwheels,Sick and tired of Political Correctness 6%,,941,1400,1,44519,Fri Oct 01 03:51:00 +0000 2021,1443785492366041091,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,They'll do anything if they think they can get away with it,True,JcandaceJ,j Can ,,2518.0,1516.0,3.0,102072.0,Fri Oct 01 02:52:34 +0000 2021,1.44377078625536e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0.0,0.0,4.0,3.0
417,"Shame on you northwell!
https://t.co/ytpP0Nnbu5",hadigiorgio,Hillary DiGiorgio,,23,159,0,15146,Fri Oct 01 03:51:00 +0000 2021,1443785493209096196,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
418,Here's an idea Doc - start a co-op with other like-minded physicians.,Charles_S_Viar,Charles S. Viar,"Washington, DC",1364,3961,26,343,Fri Oct 01 03:51:00 +0000 2021,1443785493741809673,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
419,"RT @mtgreenee: Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working o",StormOfJustice,"LaVelle  Investor, Entrepreneur, Adventurer",God's Country,7871,8267,3,253397,Fri Oct 01 03:51:01 +0000 2021,1443785497868787719,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working on class action lawsuits. 

Companies being the enforcers of government over reach should think about consequences when Republicans take back the House.",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446390.0,1524.0,2323.0,22161.0,Thu Sep 30 20:59:38 +0000 2021,1.4436819675228447e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,194.0,1360.0,3975.0,12973.0
420,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,Fullmooneyes10,Fullmooneyes,Arizona,117,207,5,58309,Fri Oct 01 03:51:02 +0000 2021,1443785500687437849,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351455.0,12521.0,1220.0,504577.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,157.0,563.0,3935.0,11846.0
421,"RT @Khairykj: While the Pfizer vaccine will be the default vaccine for PICK Remaja, the Drug Control Authority has given conditional approv",michaelcsm,Michael Chen,Malaysia,1560,1524,24,287,Fri Oct 01 03:51:02 +0000 2021,1443785503308845059,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"While the Pfizer vaccine will be the default vaccine for PICK Remaja, the Drug Control Authority has given conditional approval for Sinovac to be offered to adolescents who have a history of allergies or may be contraindicated on medical grounds to receive the Pfizer shot.",True,Khairykj,Khairy Jamaluddin ,Malaysia,2702238.0,2410.0,1798.0,102.0,Fri Oct 01 02:56:01 +0000 2021,1.443771656879575e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,13.0,97.0,167.0
422,RT @LisaMarieBoothe: Because you can get and spread COVID when you are vaccinated there is no reason for someone my age (without underlying,MaxBondRocket,Max Bond,"California, USA",293,414,1,78251,Fri Oct 01 03:51:03 +0000 2021,1443785505091457029,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Because you can get and spread COVID when you are vaccinated there is no reason for someone my age (without underlying conditions) to get vaccinated. Vaccine mandates and passports defy logic.,True,LisaMarieBoothe,Lisa Boothe,"Miami, FL",494889.0,2669.0,1389.0,28795.0,Thu Sep 30 13:46:11 +0000 2021,1.4435728898908692e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,51.0,247.0,1144.0,5361.0
423,"RT @tedcruz: I stand with Kyrie Irving. 

I stand with Andrew Wiggins.

I stand with Bradley Beal.

I stand with Jonathan Isaac.

#NBA

#Yo",Jrwalzel6,JWEEZY,"College Station, TX",1139,811,1,21293,Fri Oct 01 03:51:03 +0000 2021,1443785505179635721,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"I stand with Kyrie Irving. 

I stand with Andrew Wiggins.

I stand with Bradley Beal.

I stand with Jonathan Isaac.

#NBA

#YourBodyYourChoice https://t.co/kn74nwjVRV",True,tedcruz,Ted Cruz,"Houston, Texas",4569092.0,5397.0,14702.0,1259.0,Wed Sep 29 17:41:12 +0000 2021,1.4432696460067676e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,10761.0,15770.0,3077.0,16883.0
424,"RT @Khairykj: While the Pfizer vaccine will be the default vaccine for PICK Remaja, the Drug Control Authority has given conditional approv",Senpai_259,Ariff,,59,233,0,4231,Fri Oct 01 03:51:03 +0000 2021,1443785506496548869,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"While the Pfizer vaccine will be the default vaccine for PICK Remaja, the Drug Control Authority has given conditional approval for Sinovac to be offered to adolescents who have a history of allergies or may be contraindicated on medical grounds to receive the Pfizer shot.",True,Khairykj,Khairy Jamaluddin ,Malaysia,2702238.0,2410.0,1798.0,102.0,Fri Oct 01 02:56:01 +0000 2021,1.443771656879575e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,13.0,98.0,167.0
425,RT @aimeeterese: Do Americans realise you can't do paper anything in Australia? We are completely digital. No paper vaccine cards. No conte,ReneeDahl5,Renee@5,"Michigan, USA",4022,4913,1,313320,Fri Oct 01 03:51:03 +0000 2021,1443785506953875457,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,Do Americans realise you can't do paper anything in Australia? We are completely digital. No paper vaccine cards. No contest. Everything is technocraticthe entire upper middle class can't see effects this is having. News doesn't cover it. Any whimper of dissent painted as crazy.,True,aimeeterese,Aimee Terese,,28041.0,740.0,175.0,124712.0,Fri Oct 01 03:17:21 +0000 2021,1.4437770238103101e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,4.0,18.0,81.0,275.0
426,@RVAwonk Now do Faux News for their vaccine and pandemic lies that have lead to thousands of needless deaths / negligent homicide. Or just homicide.,p0rtia_,fair p0rtia,,254,424,4,52574,Fri Oct 01 03:51:03 +0000 2021,1443785507360722945,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
427,"RT @SteveDeaceShow: According to the WHO's dashboard, the United States had 156% more Covid cases and 148% higher deaths the third week of",Educated2143,That girl,florida ,465,2078,1,39608,Fri Oct 01 03:51:04 +0000 2021,1443785508006547461,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"According to the WHO's dashboard, the United States had 156% more Covid cases and 148% higher deaths the third week of September this year compared to 2020. No one was vaccinated in Sept 2020, 75% adults have at least one vaccine dose in Sept 2021.",True,SteveDeaceShow,Steve Deace,On the right side of history.,115255.0,305.0,1163.0,741.0,Thu Sep 30 22:23:19 +0000 2021,1.443703028188582e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,66.0,122.0,1157.0,2647.0
428,"RT @mjblair: I know its not just me, but whenever I hear of a restaurant standing up against the tyranny of masks or vaccine passports or",thatbikedad,Literal Vampire Potbelly Goblin,Tmaki-makau-rau,1404,905,6,37352,Fri Oct 01 03:51:04 +0000 2021,1443785508673392665,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"I know its not just me, but whenever I hear of a restaurant standing up against the tyranny of masks or vaccine passports or whatever, I tend to assume that theyre also not that wild about following the health code.",True,mjblair,Matt Blair,Toronto,5216.0,712.0,144.0,41653.0,Wed Sep 29 16:17:10 +0000 2021,1.4432484979946455e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,136.0,194.0,2415.0,15337.0
429,"RT @PartyOfAction: Alabama Hospital Defies Biden By Ending Vaccine Mandate For Employees
https://t.co/C8ITMmnn5g",BlackNotAfrican,SA Is Not In Africa!,,508,501,0,27045,Fri Oct 01 03:51:04 +0000 2021,1443785510011408389,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Alabama Hospital Defies Biden By Ending Vaccine Mandate For Employees
https://t.co/C8ITMmnn5g",True,PartyOfAction,PARTY OF ACTION - Political Party IEC Registered,South Africa,2648.0,1748.0,8.0,2332.0,Thu Sep 30 18:19:36 +0000 2021,1.44364169614379e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,2.0,1.0,24.0,47.0
430,RT @EricSpracklen: BREAKING: Johnson &amp; Johnson: Children Dont Need the F*cking COVID Vaccine Because There Are Unknown Repercussions Do,jason82308864,jason,"Adelaide, South Australia",14,54,0,2401,Fri Oct 01 03:51:04 +0000 2021,1443785510552440837,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"BREAKING: Johnson &amp; Johnson: Children Dont Need the F*cking COVID Vaccine Because There Are Unknown Repercussions Down the Road  Want to Punish Unvaccinated Adults and Turn Them Into Second-Grade Citizens for Not Complying with Mandates

#ExposePharma https://t.co/JzjKoJ9uqG",True,EricSpracklen,veritastips@protonmail.com,Somewhere in the USA,161983.0,12829.0,424.0,44863.0,Tue Sep 28 00:00:01 +0000 2021,1.4426401988112425e+18,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",en,799.0,415.0,6847.0,10450.0
431,It really is that simple,867o5309,Jenny,,19,75,0,2321,Fri Oct 01 03:51:04 +0000 2021,1443785511114522629,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
432,"RT @FaheemYounus: Yes. You can get COVID after the vaccine but there is a difference

55-year old                      75-year old
UNVACCIN",livingliwavi,liwavi,,1157,2294,0,19656,Fri Oct 01 03:51:04 +0000 2021,1443785511806464000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Yes. You can get COVID after the vaccine but there is a difference

55-year old                      75-year old
UNVACCINATED        VACCINATED https://t.co/HjDMHfhlI1",True,FaheemYounus,"Faheem Younus, MD","Maryland, USA",512999.0,424.0,1117.0,9878.0,Thu Sep 30 12:40:55 +0000 2021,1.4435564635370168e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,82.0,84.0,2116.0,7044.0
433,So I learned tonight that a side effect of the #COVID vaccine could be an enlarged heart (temporary condition) would not affect 99% of people. But pro athletes and pilots are 2 careers that could be more deeply affected. The other 96% (3% medically cant) stop your bitching.,jpmorgenthal, ,32766,3792,761,374,1775,Fri Oct 01 03:51:05 +0000 2021,1443785514830766082,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
434,RT @jeremynewberger: You know what I wont be doing after my COVID vaccine booster tomorrow? Taking pills used to deworm fucking barnyard a,NickKave,Husky Wee Wee,State of Confusion,1950,2859,13,367248,Fri Oct 01 03:51:05 +0000 2021,1443785516302864387,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,You know what I wont be doing after my COVID vaccine booster tomorrow? Taking pills used to deworm fucking barnyard animals.,True,jeremynewberger,Mr. Newberger,United States,105635.0,10445.0,587.0,136485.0,Fri Oct 01 03:47:44 +0000 2021,1.4437846693555528e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,0.0,4.0,26.0
435,@sidd1307 Cadila healthcare 12 years vaccine production started,BharatKabra7,Bharat Kabra,,25,65,0,6925,Fri Oct 01 03:51:06 +0000 2021,1443785520081821696,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
436,RT @CallieCaplan: Mavs to require proof of COVID-19 vaccine or negative test for fans at home games this season: https://t.co/WaypUcv2q3,JonBoles3,Jon Boles,,19,5,2,171,Fri Oct 01 03:51:06 +0000 2021,1443785520362917904,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,Mavs to require proof of COVID-19 vaccine or negative test for fans at home games this season: https://t.co/WaypUcv2q3,True,CallieCaplan,Callie Caplan,D.C. to Dallas,10675.0,698.0,252.0,5624.0,Thu Sep 30 18:29:40 +0000 2021,1.4436442293020795e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,53.0,47.0,89.0,916.0
437,"Our tactics have not worked, therefore we are going to continue with them. #AussieRules",mckdeb4,Deborah McKenzie  #VotePPC,,2938,1314,16,62883,Fri Oct 01 03:51:07 +0000 2021,1443785520912474115,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
438,RT @InfinityHealth8: So #OchsnerHealth will terminate my staff privileges at their Kenner facility where I have been on staff since 1987 &amp;,skatingstephi,S,,21,177,0,8468,Fri Oct 01 03:51:07 +0000 2021,1443785521310875648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"So #OchsnerHealth will terminate my staff privileges at their Kenner facility where I have been on staff since 1987 &amp; paid rent to them for 21 years. I am not turning in my health info or vaccine status to their admins.

I could retire now. But now...NFW",True,InfinityHealth8,"Dr. Karl, InfinityMD","Kenner, LA",2820.0,185.0,23.0,825.0,Thu Sep 30 22:37:43 +0000 2021,1.4437066526335386e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,18.0,97.0,387.0,1515.0
439,RT @AmyRemeikis: Just a reminder Morrison had to be pushed into the quarantine and border closure measures by the states (particularly Bere,SunnySparks01,Hon  opinions only alledgedly Sunny ,Dja Dja Wurrung Country ,592,897,0,24062,Fri Oct 01 03:51:07 +0000 2021,1443785521952559127,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,Just a reminder Morrison had to be pushed into the quarantine and border closure measures by the states (particularly Berejiklian and Andrews) at the beginning of the pandemic and then pushed for re-opening several times before the vaccine arrived,True,AmyRemeikis,Amy Remeikis,amy.remeikis@theguardian.com,62496.0,2233.0,483.0,60172.0,Fri Oct 01 03:21:53 +0000 2021,1.4437781641576038e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,3.0,12.0,97.0,405.0
440,"RT @PaulMitchell_AB: Breaking:

Alberta is going to start bringing in the J&amp;J vaccine hoping that some people will think it is safer than t",JESSESINCLAIR,JESSE SINCLAIR,"Calgary, Alberta, Canada",549,2036,7,17523,Fri Oct 01 03:51:07 +0000 2021,1443785522720116769,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Breaking:

Alberta is going to start bringing in the J&amp;J vaccine hoping that some people will think it is safer than the Pfizer, Moderna or AstraZenica vaccines.

If I said what I thought I would likely get suspended again. So, you should just use your imagination.",True,PaulMitchell_AB,Paul Mitchell,"Didsbury, Alberta",13214.0,6219.0,47.0,28962.0,Thu Sep 30 22:16:37 +0000 2021,1.443701343307264e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,21.0,56.0,274.0
441,"RT @ThaiEnquirer: Zuellig Pharma said it expects to allocate 1.9 million doses of the Moderna Vaccine in November, while the rest of 6.8 mi",vanxzs, |||,"km // jk top, jimin bottom ot7",1288,842,11,184542,Fri Oct 01 03:51:07 +0000 2021,1443785522636148739,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Zuellig Pharma said it expects to allocate 1.9 million doses of the Moderna Vaccine in November, while the rest of 6.8 million doses will be delivered by the first quarter next year. 

#Thailand #Covid19 # #19  # https://t.co/TAVAE5VNgp",True,ThaiEnquirer,Thai Enquirer,Thailand,74397.0,227.0,432.0,4223.0,Fri Oct 01 03:30:15 +0000 2021,1.4437802696017428e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,2.0,0.0,38.0,7.0
442,RT @pamehebert: Deal.,Audrey_512A,I Can't Even With This Biden Clown,,1167,1700,1,10026,Fri Oct 01 03:51:07 +0000 2021,1443785523089313793,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,Deal.,True,pamehebert,Pam Hebert,Texas,2500.0,3031.0,0.0,73232.0,Fri Oct 01 02:58:37 +0000 2021,1.443772310587052e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,1.0,1.0,2.0
443,"RT @CrescentPatriot: Right, because under the Biden/Harris Democrat regime there can be no dissenting opinions or view points that differ f",JConrad7250,James Conrad ,"TrumpLand, South Carolina, USA",13229,12501,9,24087,Fri Oct 01 03:51:07 +0000 2021,1443785523886186496,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"Right, because under the Biden/Harris Democrat regime there can be no dissenting opinions or view points that differ from that of the state.

Doesn't sound very American to me. In fact it sounds like something you would see in Communist China, Cuba or Venezuela.

#BidensAmerica",True,CrescentPatriot,Linda Crescent,,11700.0,11852.0,9.0,133.0,Thu Sep 30 21:18:48 +0000 2021,1.4436867919580652e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,2.0,10.0,156.0,112.0
444,"RT @BidenDumpsBack: Every time an unvaccinated person says no to the vaccine, an angel gets its wings.",nasafanatictj,TeaJay,North Georgia ,991,2429,1,111965,Fri Oct 01 03:51:07 +0000 2021,1443785524377006082,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Every time an unvaccinated person says no to the vaccine, an angel gets its wings.",True,BidenDumpsBack,Orange Man Naughty,,3513.0,1536.0,0.0,42462.0,Thu Sep 30 22:22:01 +0000 2021,1.4437027032181023e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,2.0,9.0,74.0,650.0
445,RT @thebradfordfile: Why are White House employees exempt from a vaccine mandate they are demanding for the rest of us?,Nut4Foto,Lisa DiMartino,New York/New Jersey,1021,2501,28,94834,Fri Oct 01 03:51:08 +0000 2021,1443785526566346752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Why are White House employees exempt from a vaccine mandate they are demanding for the rest of us?,True,thebradfordfile,thebradfordfile,America,251758.0,1205.0,807.0,125196.0,Fri Oct 01 00:47:21 +0000 2021,1.4437392779852923e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,79.0,176.0,1860.0,5084.0
446,"RT @buzzfeednifty: ""Our doctor asked us if we wanted to stay in our house for 10 more years to see if people have reactions, or if we wante",SKuemy,Schoenfelder,Greifswald to Hamburg,959,405,0,5557,Fri Oct 01 03:51:08 +0000 2021,1443785526595788804,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"""Our doctor asked us if we wanted to stay in our house for 10 more years to see if people have reactions, or if we wanted to start living life again."" https://t.co/r0CFAzMLZJ",True,buzzfeednifty,Nifty,,73791.0,37.0,270.0,145.0,Fri Oct 01 03:34:52 +0000 2021,1.44378143326967e+18,"<a href=""https://pubhub.buzzfeed.com"" rel=""nofollow"">PubHub by BuzzFeed</a>",en,0.0,0.0,1.0,0.0
447,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,heavyd1970,heavyd,global citizen,231,637,2,46600,Fri Oct 01 03:51:08 +0000 2021,1443785527606534147,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351496.0,12523.0,1220.0,504552.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,157.0,563.0,3936.0,11849.0
448,@mcuban Why take a vaccine in the first place ,MikeeDHL,Mikee,,44,31,1,9625,Fri Oct 01 03:51:08 +0000 2021,1443785527681961984,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
449,RT @ClayTravis: The state of Florida now has the 41st highest covid rate in the country. Cases are down 57% in the past 14 days without a m,BrigmondClayton,Wightbored,,13,81,0,6461,Fri Oct 01 03:51:09 +0000 2021,1443785529053655040,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,The state of Florida now has the 41st highest covid rate in the country. Cases are down 57% in the past 14 days without a mask mandate or vaccine mandates. Just sharing the data since most in the media wont. https://t.co/INc4c5oAWl,True,ClayTravis,Clay Travis,Nashville,800546.0,457.0,3917.0,22163.0,Wed Sep 29 16:45:56 +0000 2021,1.4432557343224873e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,842.0,1798.0,11727.0,36597.0
450,RT @jacobcabe: BREAKING: Arkansas advances bill that creates antibody exemption for vaccine mandate ,Samanth28486053,Samantha Phillips,,15,128,0,3421,Fri Oct 01 03:51:09 +0000 2021,1443785529661689878,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,BREAKING: Arkansas advances bill that creates antibody exemption for vaccine mandate ,True,jacobcabe,Jacob Cabe,,10741.0,1144.0,13.0,2346.0,Wed Sep 29 23:47:32 +0000 2021,1.4433618363893555e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,169.0,277.0,2321.0,9787.0
451,"@kylenabecker They dont. 

https://t.co/by5hY6LeKF",WillN0tC0mply,Willnotcomply,,48,227,0,725,Fri Oct 01 03:51:09 +0000 2021,1443785530789990401,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
